Starting 05_CH4_Air_Diffusion_TempGrad ...
Wed Sep  1 13:34:20 CEST 2021
FlameMaster written by Heinz Pitsch

version                  4.2.1
executed command         './FlameMaster -i 05_CH4_Air_Diffusion_TempGrad.input'
git sha1                 a4ee66ef01db6513f927c65c2dd6b33bc0b8f9a0
operating system         Linux, version 3.10.0-1160.36.2.el7.x86_64
target architechture     x86_64
c++ compiler             Intel, version 19.0.0.20181018
c   compiler             Intel, version 19.0.0.20181018

use mechanism file './../Mechanisms/GRI3/gri.30.pre'
outpath is './Outputs/'
initial pressure is 1.01325 bar
use multi geometry species transport model
model has 77 species
        7 spherical
       20 linear
       50 non-linear
    -----
       77 / 77 geometry parameters expected
initial pressure is 1.01325 bar
write output to 'stderr'

Use DASSL solver

Coal solid species COALSOLIDCOAL1 found.
Coal solid species COALSOLIDGCOAL1 found.
Coal solid species COALSOLIDGCH2 found.
Coal solid species COALSOLIDCHAR found.
Coal solid species COALSOLIDCHARH found.
Coal solid species COALSOLIDTAR1 found.
Coal solid species COALSOLIDCOAL2 found.
Coal solid species COALSOLIDGBTX2 found.
Coal solid species COALSOLIDGCH4 found.
Coal solid species COALSOLIDGCOH2 found.
Coal solid species COALSOLIDGCO2S found.
Coal solid species COALSOLIDGH2O found.
Coal solid species COALSOLIDGCOL found.
Coal solid species COALSOLIDTAR2 found.
Coal solid species COALSOLIDGCO2TS found.
Coal solid species COALSOLIDCOAL3 found.
Coal solid species COALSOLIDGCOAL3 found.
Coal solid species COALSOLIDTAR3 found.
Coal solid species COALSOLIDGCO2 found.
Coal solid species COALSOLIDCHARG found.

Species CH4 specified on the left boundary!
interpolate initial solution from boundary conditions
Initial time step is 1e-10 s
gp: 0, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
stp =    54    dt = 1.06e-12 s    ord = 1    time = 4.14e-08 ms    Tp_s =   301.16 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    55    dt = 1.13e-12 s    ord = 1    time = 4.25e-08 ms    Tp_s =   301.19 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    56    dt = 1.26e-12 s    ord = 1    time = 4.37e-08 ms    Tp_s =   301.22 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    57    dt = 1.40e-12 s    ord = 1    time = 4.51e-08 ms    Tp_s =   301.26 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    58    dt = 1.49e-12 s    ord = 1    time = 4.66e-08 ms    Tp_s =   301.31 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    59    dt = 1.45e-12 s    ord = 1    time = 4.81e-08 ms    Tp_s =   301.35 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    60    dt = 1.45e-12 s    ord = 1    time = 4.95e-08 ms    Tp_s =   301.39 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    61    dt = 1.35e-12 s    ord = 1    time = 5.09e-08 ms    Tp_s =   301.43 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    62    dt = 1.20e-12 s    ord = 1    time = 5.21e-08 ms    Tp_s =   301.46 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    63    dt = 1.10e-12 s    ord = 1    time = 5.32e-08 ms    Tp_s =   301.49 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    64    dt = 1.07e-12 s    ord = 1    time = 5.42e-08 ms    Tp_s =   301.52 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    65    dt = 1.12e-12 s    ord = 1    time = 5.54e-08 ms    Tp_s =   301.55 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    66    dt = 1.24e-12 s    ord = 1    time = 5.66e-08 ms    Tp_s =   301.59 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    67    dt = 1.38e-12 s    ord = 1    time = 5.80e-08 ms    Tp_s =   301.63 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    68    dt = 1.48e-12 s    ord = 1    time = 5.95e-08 ms    Tp_s =   301.67 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    69    dt = 1.46e-12 s    ord = 1    time = 6.09e-08 ms    Tp_s =   301.71 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    70    dt = 3.32e-13 s    ord = 1    time = 6.12e-08 ms    Tp_s =   301.72 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    71    dt = 2.00e-13 s    ord = 1    time = 6.14e-08 ms    Tp_s =   301.72 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    72    dt = 2.00e-13 s    ord = 1    time = 6.16e-08 ms    Tp_s =   301.73 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    73    dt = 2.00e-13 s    ord = 1    time = 6.18e-08 ms    Tp_s =   301.73 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    74    dt = 4.00e-13 s    ord = 1    time = 6.22e-08 ms    Tp_s =   301.75 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    75    dt = 8.01e-13 s    ord = 1    time = 6.30e-08 ms    Tp_s =   301.77 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    76    dt = 8.01e-13 s    ord = 1    time = 6.38e-08 ms    Tp_s =   301.79 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    77    dt = 8.01e-13 s    ord = 1    time = 6.46e-08 ms    Tp_s =   301.81 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    78    dt = 9.98e-13 s    ord = 1    time = 6.56e-08 ms    Tp_s =   301.84 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    79    dt = 9.98e-13 s    ord = 1    time = 6.66e-08 ms    Tp_s =   301.87 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    80    dt = 2.00e-12 s    ord = 1    time = 6.86e-08 ms    Tp_s =   301.93 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    81    dt = 2.00e-12 s    ord = 1    time = 7.06e-08 ms    Tp_s =   301.98 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    82    dt = 2.00e-12 s    ord = 1    time = 7.26e-08 ms    Tp_s =   302.04 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    83    dt = 2.00e-12 s    ord = 1    time = 7.46e-08 ms    Tp_s =   302.10 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    84    dt = 1.59e-12 s    ord = 1    time = 7.62e-08 ms    Tp_s =   302.14 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
